User,grammar,date,tag,link,hashtag,time,CMI Score
pranav,h,2022-07-29T12:23:52.569Z,"[{'key': '@ImkHimansh', 'value': 'e', 'index': 0}, {'key': '@thakur', 'value': 'e', 'index': 1}, {'key': 'I', 'value': 'e', 'index': 2}, {'key': 'will', 'value': 'e', 'index': 3}, {'key': 'say', 'value': 'e', 'index': 4}, {'key': 'it', 'value': 'e', 'index': 5}, {'key': 'better', 'value': 'e', 'index': 6}, {'key': '..', 'value': 'u', 'index': 7}, {'key': 'jb', 'value': 'h', 'index': 8}, {'key': 'ek', 'value': 'h', 'index': 9}, {'key': 'Constitutional', 'value': 'e', 'index': 10}, {'key': 'CM', 'value': 'e', 'index': 11}, {'key': 'ek', 'value': 'h', 'index': 12}, {'key': 'Rapist', 'value': 'e', 'index': 13}, {'key': 'Baba', 'value': 'h', 'index': 14}, {'key': 'ka', 'value': 'h', 'index': 15}, {'key': 'support', 'value': 'e', 'index': 16}, {'key': 'leta', 'value': 'h', 'index': 17}, {'key': 'h', 'value': 'h', 'index': 18}, {'key': 'usse', 'value': 'h', 'index': 19}, {'key': '....', 'value': 'u', 'index': 20}, {'key': 'Sorry', 'value': 'e', 'index': 21}, {'key': 'ye', 'value': 'h', 'index': 22}, {'key': 'toh', 'value': 'h', 'index': 23}, {'key': 'BJP', 'value': 'e', 'index': 24}, {'key': 'aur', 'value': 'h', 'index': 25}, {'key': 'inke', 'value': 'h', 'index': 26}, {'key': 'jaisi', 'value': 'h', 'index': 27}, {'key': 'bhot', 'value': 'h', 'index': 28}, {'key': 'sari', 'value': 'h', 'index': 29}, {'key': 'political', 'value': 'e', 'index': 30}, {'key': 'party', 'value': 'e', 'index': 31}, {'key': 'ki', 'value': 'h', 'index': 32}, {'key': 'dukhti', 'value': 'h', 'index': 33}, {'key': 'nabj', 'value': 'h', 'index': 34}, {'key': 'h', 'value': 'h', 'index': 35}]",[],[],3.403,44.11764705882353
pranav,h,2022-07-29T12:25:05.047Z,"[{'key': 'Sehwag', 'value': 'e', 'index': 0}, {'key': 'sir', 'value': 'e', 'index': 1}, {'key': 'said', 'value': 'e', 'index': 2}, {'key': 'India', 'value': 'e', 'index': 3}, {'key': 'and', 'value': 'e', 'index': 4}, {'key': 'Newzealand', 'value': 'e', 'index': 5}, {'key': 'mein', 'value': 'h', 'index': 6}, {'key': 'semiFinal', 'value': 'e', 'index': 7}, {'key': 'ho', 'value': 'h', 'index': 8}, {'key': 'jaayega', 'value': 'h', 'index': 9}, {'key': 'toh', 'value': 'h', 'index': 10}, {'key': 'India', 'value': 'e', 'index': 11}, {'key': 'jeetegi', 'value': 'h', 'index': 12}, {'key': 'par', 'value': 'h', 'index': 13}, {'key': 'sir', 'value': 'e', 'index': 14}, {'key': 'India', 'value': 'e', 'index': 15}, {'key': 'worldcup', 'value': 'e', 'index': 16}, {'key': 'mein', 'value': 'h', 'index': 17}, {'key': 'kabhi', 'value': 'h', 'index': 18}, {'key': 'Nz', 'value': 'e', 'index': 19}, {'key': 'se', 'value': 'h', 'index': 20}, {'key': 'nhi', 'value': 'h', 'index': 21}, {'key': 'jeeti', 'value': 'h', 'index': 22}, {'key': '#Askstar', 'value': 'e', 'index': 23}, {'key': '#StarSports', 'value': 'e', 'index': 24}, {'key': '#sehwag', 'value': 'e', 'index': 25}, {'key': '@virendersehwag', 'value': 'e', 'index': 26}, {'key': '@harbhajan_singh', 'value': 'e', 'index': 27}]",[],"['#Askstar', '#StarSports', '#sehwag']",7.544,39.28571428571429
pranav,e,2022-07-29T12:28:51.675Z,"[{'key': '@arvindgunasekar', 'value': 'e', 'index': 0}, {'key': 'Hehe', 'value': 'e', 'index': 1}, {'key': '.....', 'value': 'u', 'index': 2}, {'key': 'hope', 'value': 'e', 'index': 3}, {'key': 'is', 'value': 'e', 'index': 4}, {'key': 'what', 'value': 'e', 'index': 5}, {'key': 'keeps', 'value': 'e', 'index': 6}, {'key': 'world', 'value': 'e', 'index': 7}, {'key': 'alive', 'value': 'e', 'index': 8}, {'key': '.', 'value': 'u', 'index': 9}, {'key': 'Use', 'value': 'h', 'index': 10}, {'key': 'to', 'value': 'h', 'index': 11}, {'key': 'hum', 'value': 'h', 'index': 12}, {'key': 'song', 'value': 'e', 'index': 13}, {'key': 'from', 'value': 'e', 'index': 14}, {'key': 'all', 'value': 'e', 'index': 15}, {'key': 'time', 'value': 'e', 'index': 16}, {'key': 'classic', 'value': 'e', 'index': 17}, {'key': 'movie', 'value': 'e', 'index': 18}, {'key': '‘Jane', 'value': 'h', 'index': 19}, {'key': 'Bhi', 'value': 'h', 'index': 20}, {'key': 'Do', 'value': 'h', 'index': 21}, {'key': 'Yaro’,', 'value': 'h', 'index': 22}, {'key': '‘Hum', 'value': 'h', 'index': 23}, {'key': 'honge', 'value': 'h', 'index': 24}, {'key': 'kaamyaab', 'value': 'h', 'index': 25}, {'key': 'ek', 'value': 'h', 'index': 26}, {'key': 'din', 'value': 'h', 'index': 27}, {'key': '...', 'value': 'u', 'index': 28}, {'key': '’', 'value': 'u', 'index': 29}, {'key': 'in', 'value': 'e', 'index': 30}, {'key': 'my', 'value': 'e', 'index': 31}, {'key': 'childhood', 'value': 'e', 'index': 32}, {'key': '.', 'value': 'u', 'index': 33}, {'key': 'Still', 'value': 'e', 'index': 34}, {'key': 'do', 'value': 'u', 'index': 35}, {'key': '.', 'value': 'u', 'index': 36}]",[],[],6.266,40.0
pranav,e,2022-07-29T12:30:50.524Z,"[{'key': '#UnlockYourInnerPower', 'value': 'u', 'index': 0}, {'key': '@Gurmeetramrahim', 'value': 'e', 'index': 1}, {'key': 'Good', 'value': 'e', 'index': 2}, {'key': 'morning', 'value': 'e', 'index': 3}, {'key': 'guru', 'value': 'h', 'index': 4}, {'key': 'g', 'value': 'h', 'index': 5}, {'key': 'Bless', 'value': 'e', 'index': 6}, {'key': 'us', 'value': 'e', 'index': 7}, {'key': 'for', 'value': 'e', 'index': 8}, {'key': 'Sewa', 'value': 'h', 'index': 9}, {'key': 'Simran', 'value': 'h', 'index': 10}, {'key': 'and', 'value': 'e', 'index': 11}, {'key': 'Parmarth', 'value': 'h', 'index': 12}, {'key': 'Dhan', 'value': 'h', 'index': 13}, {'key': 'Dhan', 'value': 'h', 'index': 14}, {'key': 'Satguru', 'value': 'h', 'index': 15}, {'key': 'Tera', 'value': 'h', 'index': 16}, {'key': 'Hi', 'value': 'h', 'index': 17}, {'key': 'Aasra', 'value': 'h', 'index': 18}]",[],['#UnlockYourInnerPower'],1.012,38.888888888888886
pranav,e,2022-07-29T12:32:34.246Z,"[{'key': '@AskAnshul', 'value': 'e', 'index': 0}, {'key': ""'Jai"", 'value': 'h', 'index': 1}, {'key': 'Shri', 'value': 'h', 'index': 2}, {'key': ""Ram'"", 'value': 'h', 'index': 3}, {'key': 'is', 'value': 'e', 'index': 4}, {'key': 'slogan', 'value': 'e', 'index': 5}, {'key': 'of', 'value': 'e', 'index': 6}, {'key': 'Hooliganism', 'value': 'e', 'index': 7}, {'key': '.', 'value': 'u', 'index': 8}, {'key': 'But', 'value': 'e', 'index': 9}, {'key': ""'Kashmir"", 'value': 'e', 'index': 10}, {'key': 'mei', 'value': 'h', 'index': 11}, {'key': 'agar', 'value': 'h', 'index': 12}, {'key': 'rehna', 'value': 'h', 'index': 13}, {'key': 'hai', 'value': 'h', 'index': 14}, {'key': 'Allah-O-Akbar', 'value': 'h', 'index': 15}, {'key': 'kehna', 'value': 'h', 'index': 16}, {'key': ""hai'"", 'value': 'h', 'index': 17}, {'key': 'is', 'value': 'e', 'index': 18}, {'key': 'slogan', 'value': 'e', 'index': 19}, {'key': 'of', 'value': 'e', 'index': 20}, {'key': 'Revolution', 'value': 'e', 'index': 21}, {'key': '.', 'value': 'u', 'index': 22}]",[],[],9.397,47.61904761904761
pranav,e,2022-07-29T12:32:29.095Z,"[{'key': '@AskAnshul', 'value': 'e', 'index': 0}, {'key': ""'Jai"", 'value': 'h', 'index': 1}, {'key': 'Shri', 'value': 'h', 'index': 2}, {'key': ""Ram'"", 'value': 'h', 'index': 3}, {'key': 'is', 'value': 'e', 'index': 4}, {'key': 'slogan', 'value': 'e', 'index': 5}, {'key': 'of', 'value': 'e', 'index': 6}, {'key': 'Hooliganism', 'value': 'e', 'index': 7}, {'key': '.', 'value': 'u', 'index': 8}, {'key': 'But', 'value': 'e', 'index': 9}, {'key': ""'Kashmir"", 'value': 'e', 'index': 10}, {'key': 'mei', 'value': 'h', 'index': 11}, {'key': 'agar', 'value': 'h', 'index': 12}, {'key': 'rehna', 'value': 'h', 'index': 13}, {'key': 'hai', 'value': 'h', 'index': 14}, {'key': 'Allah-O-Akbar', 'value': 'h', 'index': 15}, {'key': 'kehna', 'value': 'h', 'index': 16}, {'key': ""hai'"", 'value': 'h', 'index': 17}, {'key': 'is', 'value': 'e', 'index': 18}, {'key': 'slogan', 'value': 'e', 'index': 19}, {'key': 'of', 'value': 'e', 'index': 20}, {'key': 'Revolution', 'value': 'e', 'index': 21}, {'key': '.', 'value': 'u', 'index': 22}]",[],[],4.246,47.61904761904761
pranav,h,2022-07-29T12:35:03.521Z,"[{'key': '@narendramodi', 'value': 'e', 'index': 0}, {'key': 'great', 'value': 'e', 'index': 1}, {'key': 'congratulations', 'value': 'e', 'index': 2}, {'key': 'Sir', 'value': 'e', 'index': 3}, {'key': ',', 'value': 'u', 'index': 4}, {'key': 'ap', 'value': 'h', 'index': 5}, {'key': 'ko', 'value': 'h', 'index': 6}, {'key': 'Bharat', 'value': 'h', 'index': 7}, {'key': 'Mata', 'value': 'h', 'index': 8}, {'key': 'ne', 'value': 'h', 'index': 9}, {'key': 'bheja', 'value': 'h', 'index': 10}, {'key': ',', 'value': 'u', 'index': 11}, {'key': 'as', 'value': 'e', 'index': 12}, {'key': 'an', 'value': 'e', 'index': 13}, {'key': 'avtar', 'value': 'e', 'index': 14}, {'key': 'like', 'value': 'e', 'index': 15}, {'key': 'Lord', 'value': 'h', 'index': 16}, {'key': 'Krishna', 'value': 'h', 'index': 17}, {'key': 'and', 'value': 'e', 'index': 18}, {'key': 'Ram', 'value': 'h', 'index': 19}, {'key': ',', 'value': 'u', 'index': 20}, {'key': 'desh', 'value': 'h', 'index': 21}, {'key': 'ke', 'value': 'h', 'index': 22}, {'key': 'Kalman', 'value': 'h', 'index': 23}, {'key': 'ke', 'value': 'h', 'index': 24}, {'key': 'liye', 'value': 'h', 'index': 25}, {'key': '.', 'value': 'u', 'index': 26}, {'key': 'Soaoso', 'value': 'h', 'index': 27}, {'key': 'crore', 'value': 'h', 'index': 28}, {'key': 'desh', 'value': 'h', 'index': 29}, {'key': 'bashio', 'value': 'h', 'index': 30}, {'key': 'ki', 'value': 'h', 'index': 31}, {'key': 'umid', 'value': 'h', 'index': 32}, {'key': 'iss', 'value': 'h', 'index': 33}, {'key': 'jit', 'value': 'h', 'index': 34}, {'key': 'se', 'value': 'h', 'index': 35}, {'key': 'Jura', 'value': 'h', 'index': 36}, {'key': 'hay', 'value': 'h', 'index': 37}, {'key': ',', 'value': 'u', 'index': 38}, {'key': '2050', 'value': 'u', 'index': 39}, {'key': 'tak', 'value': 'h', 'index': 40}, {'key': 'desh', 'value': 'h', 'index': 41}, {'key': 'will', 'value': 'e', 'index': 42}, {'key': 'be', 'value': 'e', 'index': 43}, {'key': 'world', 'value': 'e', 'index': 44}, {'key': 'Top', 'value': 'e', 'index': 45}, {'key': 'in', 'value': 'e', 'index': 46}, {'key': 'position', 'value': 'e', 'index': 47}, {'key': '.', 'value': 'u', 'index': 48}]",[],[],5.443,35.71428571428571
hemali,h,2022-07-30T17:47:58.658Z,"[{'key': '@Mahendr83278547', 'value': 'u', 'index': 0}, {'key': '@IndiaToday', 'value': 'u', 'index': 1}, {'key': 'Teri', 'value': 'h', 'index': 2}, {'key': 'kimat', 'value': 'h', 'index': 3}, {'key': 'dokodi', 'value': 'h', 'index': 4}, {'key': 'ki', 'value': 'h', 'index': 5}, {'key': 'ho', 'value': 'h', 'index': 6}, {'key': 'gayi', 'value': 'h', 'index': 7}, {'key': '...', 'value': 'u', 'index': 8}, {'key': 'amit', 'value': 'e', 'index': 9}, {'key': 'shah', 'value': 'e', 'index': 10}, {'key': 'will', 'value': 'e', 'index': 11}, {'key': 'capture', 'value': 'e', 'index': 12}, {'key': 'telegana', 'value': 'e', 'index': 13}, {'key': 'soon', 'value': 'e', 'index': 14}, {'key': '...', 'value': 'u', 'index': 15}, {'key': 'kcr', 'value': 'e', 'index': 16}, {'key': 'will', 'value': 'e', 'index': 17}, {'key': 'resign', 'value': 'e', 'index': 18}, {'key': '...', 'value': 'u', 'index': 19}]",[],[],1.969,40.0
hemali,h,2022-07-30T17:48:31.609Z,"[{'key': '@ImkHimansh', 'value': 'u', 'index': 0}, {'key': '@thakur', 'value': 'u', 'index': 1}, {'key': 'I', 'value': 'e', 'index': 2}, {'key': 'will', 'value': 'e', 'index': 3}, {'key': 'say', 'value': 'e', 'index': 4}, {'key': 'it', 'value': 'e', 'index': 5}, {'key': 'better', 'value': 'e', 'index': 6}, {'key': '..', 'value': 'u', 'index': 7}, {'key': 'jb', 'value': 'h', 'index': 8}, {'key': 'ek', 'value': 'h', 'index': 9}, {'key': 'Constitutional', 'value': 'e', 'index': 10}, {'key': 'CM', 'value': 'e', 'index': 11}, {'key': 'ek', 'value': 'h', 'index': 12}, {'key': 'Rapist', 'value': 'e', 'index': 13}, {'key': 'Baba', 'value': 'h', 'index': 14}, {'key': 'ka', 'value': 'h', 'index': 15}, {'key': 'support', 'value': 'e', 'index': 16}, {'key': 'leta', 'value': 'h', 'index': 17}, {'key': 'h', 'value': 'h', 'index': 18}, {'key': 'usse', 'value': 'h', 'index': 19}, {'key': '....', 'value': 'u', 'index': 20}, {'key': 'Sorry', 'value': 'e', 'index': 21}, {'key': 'ye', 'value': 'h', 'index': 22}, {'key': 'toh', 'value': 'h', 'index': 23}, {'key': 'BJP', 'value': 'e', 'index': 24}, {'key': 'aur', 'value': 'h', 'index': 25}, {'key': 'inke', 'value': 'h', 'index': 26}, {'key': 'jaisi', 'value': 'h', 'index': 27}, {'key': 'bhot', 'value': 'h', 'index': 28}, {'key': 'sari', 'value': 'h', 'index': 29}, {'key': 'political', 'value': 'e', 'index': 30}, {'key': 'party', 'value': 'e', 'index': 31}, {'key': 'ki', 'value': 'h', 'index': 32}, {'key': 'dukhti', 'value': 'h', 'index': 33}, {'key': 'nabj', 'value': 'h', 'index': 34}, {'key': 'h', 'value': 'h', 'index': 35}]",[],[],1.245,40.625
hemali,h,2022-07-30T17:32:59.623Z,"[{'key': 'Sehwag', 'value': 'e', 'index': 0}, {'key': 'sir', 'value': 'e', 'index': 1}, {'key': 'said', 'value': 'e', 'index': 2}, {'key': 'India', 'value': 'e', 'index': 3}, {'key': 'and', 'value': 'e', 'index': 4}, {'key': 'Newzealand', 'value': 'e', 'index': 5}, {'key': 'mein', 'value': 'h', 'index': 6}, {'key': 'semiFinal', 'value': 'e', 'index': 7}, {'key': 'ho', 'value': 'h', 'index': 8}, {'key': 'jaayega', 'value': 'h', 'index': 9}, {'key': 'toh', 'value': 'h', 'index': 10}, {'key': 'India', 'value': 'e', 'index': 11}, {'key': 'jeetegi', 'value': 'h', 'index': 12}, {'key': 'par', 'value': 'h', 'index': 13}, {'key': 'sir', 'value': 'e', 'index': 14}, {'key': 'India', 'value': 'e', 'index': 15}, {'key': 'worldcup', 'value': 'e', 'index': 16}, {'key': 'mein', 'value': 'h', 'index': 17}, {'key': 'kabhi', 'value': 'h', 'index': 18}, {'key': 'Nz', 'value': 'u', 'index': 19}, {'key': 'se', 'value': 'h', 'index': 20}, {'key': 'nhi', 'value': 'h', 'index': 21}, {'key': 'jeeti', 'value': 'h', 'index': 22}, {'key': '#Askstar', 'value': 'u', 'index': 23}, {'key': '#StarSports', 'value': 'u', 'index': 24}, {'key': '#sehwag', 'value': 'u', 'index': 25}, {'key': '@virendersehwag', 'value': 'u', 'index': 26}, {'key': '@harbhajan_singh', 'value': 'u', 'index': 27}]",[],"['#Askstar', '#StarSports', '#sehwag']",5.396,50.0
vipul,h,2022-07-30T17:34:51.426Z,"[{'key': '@Mahendr83278547', 'value': 'u', 'index': 0}, {'key': '@IndiaToday', 'value': 'u', 'index': 1}, {'key': 'Teri', 'value': 'h', 'index': 2}, {'key': 'kimat', 'value': 'h', 'index': 3}, {'key': 'dokodi', 'value': 'u', 'index': 4}, {'key': 'ki', 'value': 'h', 'index': 5}, {'key': 'ho', 'value': 'u', 'index': 6}, {'key': 'gayi', 'value': 'h', 'index': 7}, {'key': '...', 'value': 'u', 'index': 8}, {'key': 'amit', 'value': 'u', 'index': 9}, {'key': 'shah', 'value': 'e', 'index': 10}, {'key': 'will', 'value': 'u', 'index': 11}, {'key': 'capture', 'value': 'e', 'index': 12}, {'key': 'telegana', 'value': 'u', 'index': 13}, {'key': 'soon', 'value': 'e', 'index': 14}, {'key': '...', 'value': 'u', 'index': 15}, {'key': 'kcr', 'value': 'u', 'index': 16}, {'key': 'will', 'value': 'u', 'index': 17}, {'key': 'resign', 'value': 'e', 'index': 18}, {'key': '...', 'value': 'u', 'index': 19}]",[],[],1.238,50.0
vipul,h,2022-07-31T14:29:36.355Z,"[{'key': '@ImkHimansh', 'value': 'e', 'index': 0}, {'index': 1, 'key': '@thakur', 'value': 'u'}, {'index': 2, 'key': 'I', 'value': 'e'}, {'index': 3, 'key': 'will', 'value': 'e'}, {'index': 4, 'key': 'say', 'value': 'e'}, {'index': 5, 'key': 'it', 'value': 'e'}, {'index': 6, 'key': 'better', 'value': 'e'}, {'index': 7, 'key': '..', 'value': 'u'}, {'index': 8, 'key': 'jb', 'value': 'h'}, {'index': 9, 'key': 'ek', 'value': 'h'}, {'index': 10, 'key': 'Constitutional', 'value': 'e'}, {'index': 11, 'key': 'CM', 'value': 'e'}, {'index': 12, 'key': 'ek', 'value': 'h'}, {'index': 13, 'key': 'Rapist', 'value': 'e'}, {'index': 14, 'key': 'Baba', 'value': 'h'}, {'index': 15, 'key': 'ka', 'value': 'h'}, {'index': 16, 'key': 'support', 'value': 'e'}, {'index': 17, 'key': 'leta', 'value': 'h'}, {'index': 18, 'key': 'h', 'value': 'u'}, {'index': 19, 'key': 'usse', 'value': 'h'}, {'index': 20, 'key': '....', 'value': 'u'}, {'index': 21, 'key': 'Sorry', 'value': 'e'}, {'index': 22, 'key': 'ye', 'value': 'u'}, {'index': 23, 'key': 'toh', 'value': 'h'}, {'index': 24, 'key': 'BJP', 'value': 'e'}, {'index': 25, 'key': 'aur', 'value': 'h'}, {'index': 26, 'key': 'inke', 'value': 'h'}, {'index': 27, 'key': 'jaisi', 'value': 'h'}, {'index': 28, 'key': 'bhot', 'value': 'h'}, {'index': 29, 'key': 'sari', 'value': 'h'}, {'index': 30, 'key': 'political', 'value': 'e'}, {'index': 31, 'key': 'party', 'value': 'e'}, {'index': 32, 'key': 'ki', 'value': 'h'}, {'index': 33, 'key': 'dukhti', 'value': 'h'}, {'index': 34, 'key': 'nabj', 'value': 'h'}, {'index': 35, 'key': 'h', 'value': 'h'}]",[],[],2.805,45.16129032258065
vipul,e,2022-08-01T17:29:21.365Z,"[{'index': 0, 'key': 'Sehwag', 'value': 'e'}, {'index': 1, 'key': 'sir', 'value': 'e'}, {'index': 2, 'key': 'said', 'value': 'e'}, {'key': 'India', 'value': 'u', 'index': 3}, {'key': 'and', 'value': 'u', 'index': 4}, {'index': 5, 'key': 'Newzealand', 'value': 'e'}, {'index': 6, 'key': 'mein', 'value': 'h'}, {'index': 7, 'key': 'semiFinal', 'value': 'e'}, {'index': 8, 'key': 'ho', 'value': 'u'}, {'index': 9, 'key': 'jaayega', 'value': 'h'}, {'index': 10, 'key': 'toh', 'value': 'u'}, {'index': 11, 'key': 'India', 'value': 'e'}, {'index': 12, 'key': 'jeetegi', 'value': 'h'}, {'index': 13, 'key': 'par', 'value': 'h'}, {'index': 14, 'key': 'sir', 'value': 'u'}, {'index': 15, 'key': 'India', 'value': 'e'}, {'index': 16, 'key': 'worldcup', 'value': 'u'}, {'index': 17, 'key': 'mein', 'value': 'h'}, {'index': 18, 'key': 'kabhi', 'value': 'h'}, {'index': 19, 'key': 'Nz', 'value': 'e'}, {'index': 20, 'key': 'se', 'value': 'h'}, {'index': 21, 'key': 'nhi', 'value': 'h'}, {'index': 22, 'key': 'jeeti', 'value': 'h'}, {'index': 23, 'key': '#Askstar', 'value': 'u'}, {'index': 24, 'key': '#StarSports', 'value': 'u'}, {'index': 25, 'key': '#sehwag', 'value': 'u'}, {'index': 26, 'key': '@virendersehwag', 'value': 'u'}, {'index': 27, 'key': '@harbhajan_singh', 'value': 'u'}]",[],"['#Askstar', '#StarSports', '#sehwag']",1.176,47.05882352941176
vipul,e,2022-08-01T17:26:21.352Z,"[{'index': 0, 'key': '@arvindgunasekar', 'value': 'u'}, {'key': 'Hehe', 'value': 'h', 'index': 1}, {'index': 2, 'key': '.....', 'value': 'u'}, {'index': 3, 'key': 'hope', 'value': 'e'}, {'index': 4, 'key': 'is', 'value': 'e'}, {'index': 5, 'key': 'what', 'value': 'e'}, {'index': 6, 'key': 'keeps', 'value': 'e'}, {'index': 7, 'key': 'world', 'value': 'e'}, {'index': 8, 'key': 'alive', 'value': 'e'}, {'index': 9, 'key': '.', 'value': 'u'}, {'index': 10, 'key': 'Use', 'value': 'e'}, {'index': 11, 'key': 'to', 'value': 'e'}, {'index': 12, 'key': 'hum', 'value': 'e'}, {'index': 13, 'key': 'song', 'value': 'e'}, {'index': 14, 'key': 'from', 'value': 'e'}, {'index': 15, 'key': 'all', 'value': 'e'}, {'index': 16, 'key': 'time', 'value': 'e'}, {'index': 17, 'key': 'classic', 'value': 'e'}, {'index': 18, 'key': 'movie', 'value': 'e'}, {'index': 19, 'key': '‘Jane', 'value': 'h'}, {'index': 20, 'key': 'Bhi', 'value': 'h'}, {'index': 21, 'key': 'Do', 'value': 'h'}, {'index': 22, 'key': 'Yaro’,', 'value': 'h'}, {'index': 23, 'key': '‘Hum', 'value': 'h'}, {'index': 24, 'key': 'honge', 'value': 'h'}, {'index': 25, 'key': 'kaamyaab', 'value': 'h'}, {'index': 26, 'key': 'ek', 'value': 'h'}, {'index': 27, 'key': 'din', 'value': 'h'}, {'index': 28, 'key': '...', 'value': 'u'}, {'index': 29, 'key': '’', 'value': 'u'}, {'index': 30, 'key': 'in', 'value': 'e'}, {'index': 31, 'key': 'my', 'value': 'e'}, {'index': 32, 'key': 'childhood', 'value': 'e'}, {'index': 33, 'key': '.', 'value': 'u'}, {'index': 34, 'key': 'Still', 'value': 'e'}, {'index': 35, 'key': 'do', 'value': 'e'}, {'index': 36, 'key': '.', 'value': 'u'}]",[],[],1.04,33.333333333333336
vipul,h,2022-08-01T07:28:53.561Z,"[{'key': '#UnlockYourInnerPower', 'value': 'u', 'index': 0}, {'key': '@Gurmeetramrahim', 'value': 'u', 'index': 1}, {'key': 'Good', 'value': 'e', 'index': 2}, {'key': 'morning', 'value': 'e', 'index': 3}, {'key': 'guru', 'value': 'u', 'index': 4}, {'key': 'g', 'value': 'u', 'index': 5}, {'key': 'Bless', 'value': 'e', 'index': 6}, {'key': 'us', 'value': 'e', 'index': 7}, {'key': 'for', 'value': 'u', 'index': 8}, {'key': 'Sewa', 'value': 'u', 'index': 9}, {'key': 'Simran', 'value': 'h', 'index': 10}, {'key': 'and', 'value': 'e', 'index': 11}, {'key': 'Parmarth', 'value': 'u', 'index': 12}, {'key': 'Dhan', 'value': 'h', 'index': 13}, {'key': 'Dhan', 'value': 'h', 'index': 14}, {'key': 'Satguru', 'value': 'h', 'index': 15}, {'key': 'Tera', 'value': 'h', 'index': 16}, {'key': 'Hi', 'value': 'u', 'index': 17}, {'key': 'Aasra', 'value': 'h', 'index': 18}]",[],['#UnlockYourInnerPower'],5.71,45.45454545454546
